ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,Date,Genome_coverage,Assembly_method,Sequencing_technology,Assembly_type,Assembly_level,scaffold_N50,scaffold_count,total_length,gene_count,gene_length_mean,exon_count,exon_length_mean,CDS_count,CDS_length_mean,intron_count,intron_length_mean
GCA_005281665.1_ASM528166v1,86838,Rhodotorula paludigena,CM33,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,2019-05-13,20.0x,SOAP denevo v. 2.04,Illumina,haploid,Scaffold,384082,78,20655447,0,0,0,0,0,0,0,0
GCA_000750875.1_DG13,1420911,Pseudogymnoascus sp. VKM F-4517 (FW-2822),VKM F-4517 (FW-2822),Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4517 (FW-2822),2014-09-09,28.0x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Contig,,,32880410,10744,1656.2538160833953,32496,479.2338133924175,32496,479.2338133924175,21752,102.1335509378448
GCA_019059545.1_ASM1905954v1,2834069,Rhodotorula sp. VS67,VS67,2021-06-29,130.0x,SPAdes v. 3.15.2,Illumina HiSeq,haploid,Contig,,,20263449,0,0,0,0,0,0,0,0
GCF_000417875.1_Pflocc_1.0,84751,Pseudozyma flocculosa,PF-1,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Anthracocystis,Anthracocystis flocculosa,2013-07-08,28x,Newbler v. 2.6,454,haploid,Scaffold,919919,39,23305380,6877,2099.918859968009,19288,658.1491082538366,19288,658.1491082538366,12411,140.74305051970026
GCA_009806315.1_ASM980631v1,2302991,Rhodotorula sp. ZM1,ZM1,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. ZM1,2019-12-27,70.0x,SPAdes v. 3.11.1,Illumina HiSeq,haploid,Contig,,,19201912,0,0,0,0,0,0,0,0
GCF_000300595.1_Phanerochaete_carnosa_HHB-10118-Sp_v1.0,231932,Phanerochaete carnosa,HHB-10118-sp,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Phanerochaetaceae,Phanerochaete,Phanerochaete carnosa,2012-10-16,58.1x,Newbler v. 2.5,Sanger; 454; Illumina,haploid,Scaffold,3534421,1137,46293325,14056,1747.9000426863972,74833,269.1562278673847,70655,226.79997169343994,60753,72.89223577436505
GCA_000750805.1_DG10,1420909,Pseudogymnoascus sp. VKM F-4515 (FW-2607),VKM F-4515 (FW-2607),Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4515 (FW-2607),2014-09-09,15.0x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Contig,,,32006932,10676,1757.06050955414,36636,436.2389452997052,36636,436.2389452997052,25960,106.94637904468414
GCA_000750935.1_DG38,1420914,Pseudogymnoascus sp. VKM F-4519 (FW-2642),VKM F-4519 (FW-2642),Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4519 (FW-2642),2014-09-09,15.0x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Contig,,,32578210,10630,1736.6836312323612,33144,486.25865918416605,33144,486.25865918416605,22514,104.13031891267656
GCA_001662585.1_ASM166258v1,1622147,Pseudogymnoascus sp. WSF 3629,WSF 3629,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. WSF 3629,2016-06-24,175.0x,CLC Genomics Workbench de novo v. 7.05,Illumina MiSeq,haploid,Scaffold,189864,409,35517105,11183,1606.0097469373156,31600,510.7004430379747,31440,512.8401081424936,20407,89.31616602146322
GCA_000467735.1_ASM46773v1,37885,Rhytidhysteron rufulum,CBS 306.38,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Hysteriales,Hysteriaceae,Rhytidhysteron,Rhytidhysteron rufulum,2013-09-16,109x,Velvet v. SEP-2011,Illumina GAII,haploid,Contig,,,39856753,0,0,0,0,0,0,0,0
GCA_000750925.1_DG36,1420913,Pseudogymnoascus sp. VKM F-4518 (FW-2643),VKM F-4518 (FW-2643),Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4518 (FW-2643),2014-09-09,15.0x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Contig,,,35479399,11619,1735.7862122385748,36617,478.2624464046754,36617,478.2624464046754,24998,106.23105848467877
GCF_001662655.1_ASM166265v1,342668,Pseudogymnoascus verrucosus,UAMH 10579,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus verrucosus,2016-06-24,250.0x,CLC Genomics Workbench de novo v. 7.05,Illumina MiSeq,haploid,Scaffold,446342,151,30174856,10715,1623.5988800746618,30639,514.1796076895461,30497,516.1553923336721,19924,82.45899417787592
GCF_001638985.1_Phybl2,4837,Phycomyces blakesleeanus NRRL 1555(-),NRRL 1555(-),Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Phycomycetaceae,Phycomyces,Phycomyces blakesleeanus,2016-05-06,7.49x,JGI Jazz v. July-2009,Sanger dideoxy sequencing,haploid,Scaffold,1515579,80,53939167,16850,1602.3756676557864,75325,248.65204115499503,74289,236.32630672104887,58474,141.47816123405275
GCF_000340215.1_Mycfi2,1873960,Pseudocercospora fijiensis,CIRAD86,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora fijiensis,2013-02-26,7.11x,Arachne v. 20071016_modified,Sanger,haploid,Scaffold,5901819,56,74141167,13107,1827.9875638971541,47436,395.2720507631335,46832,358.5797745131534,34310,151.93080734479744
GCA_018221805.1_ASM1822180v1,1611796,Rugosomyces carneus,D47,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Rugosomyces,Rugosomyces carneus,2021-04-30,20x,SPAdes v. 3.5.0,Illumina HiSeq,haploid,Scaffold,3469,39733,58963700,0,0,0,0,0,0,0,0
GCA_011316305.1_ASM1131630v1,88742,Rusavskia elegans,YAF01,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Teloschistales,Teloschistaceae,Rusavskia,Rusavskia elegans,2020-03-16,3.0x,GS De Novo Assembler v. 2018-11-21,Illumina HiSeq,haploid,Contig,,,44317579,0,0,0,0,0,0,0,0
GCA_000750995.1_DG39,1420915,Pseudogymnoascus sp. VKM F-4520 (FW-2644),VKM F-4520 (FW-2644),Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4520 (FW-2644),2014-09-09,12.0x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Contig,,,34096352,11551,1692.3558999220847,35866,475.1974014386885,35866,475.1974014386885,24315,103.02171499074645
GCA_003313715.1_ASM331371v1,482377,Russula abietina,MG143,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula abietina,2018-07-11,81x,platanus version v. 1.2.1,Complete Genomics,haploid,Scaffold,10405,13593,53599711,0,0,0,0,0,0,0,0
GCA_003313875.1_ASM331387v1,2017508,Russula aff. compacta,MG44,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula aff. compacta,2018-07-11,58x,platanus version v. 1.2.1,Complete Genomics,haploid,Scaffold,7961,25489,75580499,0,0,0,0,0,0,0,0
GCA_003316565.1_ASM331656v1,131541,Russula foetens,MG47,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula foetens,2018-07-13,78x,platanus version v. 1.2.1,Complete Genomics,haploid,Scaffold,10290,13238,49881810,0,0,0,0,0,0,0,0
GCA_004801975.1_ASM480197v1,466936,Russula griseocarnosa,LJ24,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula griseocarnosa,2019-04-22,101.2x,SOAPdenovo v. 2.04,PacBio RS; Illumina HiSeq,haploid,Contig,,,64806159,0,0,0,0,0,0,0,0
GCA_003316425.1_ASM331642v1,152963,Russula lepida,MG46,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula lepida,2018-07-13,85x,platanus version v. 1.2.1,Complete Genomics,haploid,Scaffold,48226,6214,41450637,0,0,0,0,0,0,0,0
GCA_003313725.1_ASM331372v1,2175969,Russula sp. MG48,MG48,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula sp. MG48,2018-07-11,46x,platanus version v. 1.2.1,Complete Genomics,haploid,Scaffold,12618,14241,64797397,0,0,0,0,0,0,0,0
GCA_003316435.1_ASM331643v1,71688,Russula virescens,MG14,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula virescens,2018-07-13,48x,platanus version v. 1.2.1,Complete Genomics,haploid,Scaffold,30424,7382,64394182,0,0,0,0,0,0,0,0
GCF_010093815.1_Psehy1,470096,Pseudovirgaria hyperparasitica,CBS 121739,Ascomycota,Pezizomycotina,Dothideomycetes,,Acrospermales,Acrospermaceae,Pseudovirgaria,Pseudovirgaria hyperparasitica,2020-01-31,86.3x,AllPathsLG v. R49403,Illumina,haploid,Scaffold,1577359,122,35440147,11293,1724.167094660409,30736,585.5090773034877,29838,512.2106039278772,19438,75.89397057310423
GCA_012980535.1_ASM1298053v1,28995,Pleurotus pulmonarius,PM_ss5,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Pleurotaceae,Pleurotus,Pleurotus pulmonarius,2020-05-07,149.0x,CANU v. 1.7; FALCON v. 2019-02,PacBio,haploid,Contig,,,39866212,11139,1953.7088607594937,76323,221.25684262935158,76137,221.5903568567188,65184,74.79407523318606
GCF_002105095.1_Pseve2,1141098,Pseudomassariella vexata,CBS 129021,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Pseudomassariaceae,Pseudomassariella,Pseudomassariella vexata,2017-04-20,86.57x,Falcon v. 0.2.2,PacBio,haploid,Contig,,,44711451,12946,1607.1447551367219,35077,537.8446275337116,34114,484.13255554904146,22127,87.70226420210602
GCA_000812895.1_ASM81289v1,54687,Rutstroemia sydowiana,CBS 115975,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Rutstroemiaceae,Rutstroemia,Rutstroemia sydowiana,2014-12-31,101.0x,CLC NGS Cell v. 7.0.4,Illumina MiSeq,haploid,Contig,,,51994176,0,0,0,0,0,0,0,0
GCA_000465215.2_Pysem1.0,91370,Pyrenophora seminiperda,CCB06,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora seminiperda,2013-09-09,17.0x,Newbler v. 2.3,454,haploid,Scaffold,1473690,54,32539172,10198,1859.6049225338302,26975,507.69156626506026,26714,485.9795612787303,18264,124.23992553657469
GCA_000827205.1_Plicr1,139390,Plicaturopsis crispa,FD-325 SS-3,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Amylocorticiales,Amylocorticiaceae,Plicaturopsis,Plicaturopsis crispa,2015-01-23,34x,Newbler v. 2.5,Sanger; 454,haploid,Scaffold,1834389,316,34498066,13721,1715.4822534800671,79671,238.64766351621043,76721,218.34891359601673,65941,68.63558332448704
GCA_019431265.1_ASM1943126v1,4931,Saccharomyces bayanus,FM677,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces bayanus,2021-08-01,170.0x,Canu (for read correction and trimming) followed by SMARTdenovo assembly v. April-2021,Oxford Nanopore MinION,haploid,Complete Genome,913400,18,12227735,0,0,0,0,0,0,0,0
GCA_009665555.1_ASM966555v1,1684324,Saccharomyces cerevisiae x Saccharomyces eubayanus,yHQL630,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae x Saccharomyces eubayanus,2019-11-18,62.69625682x,DISCOVAR v. r52488,Illumina,haploid,Scaffold,177882,2282,23067004,0,0,0,0,0,0,0,0
GCF_014466165.1_ASM1446616v1,5322,Pleurotus ostreatus,PC9,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus,2020-09-03,160.0x,FALCON v. MAY-2019; CANU v. MAY-2019,PacBio; Illumina,haploid,Contig,,,34970470,11855,1738.7330240404892,74922,221.2252876324711,74764,221.75464127120003,63034,63.991956721769206
GCA_009666275.1_ASM966627v1,1470621,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces uvarum,yHAB34,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces uvarum,2019-11-18,63.32405456x,MASURCA v. v3.1.3,Illumina,haploid,Scaffold,115644,2082,24617743,0,0,0,0,0,0,0,0
GCA_009667055.1_ASM966705v1,2528333,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces kudriavzevii x Saccharomyces uvarum,yHQL563,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces kudriavzevii x Saccharomyces uvarum,2019-11-18,78.61014507x,DISCOVAR v. r52488,Illumina,haploid,Scaffold,231134,1250,30182205,0,0,0,0,0,0,0,0
GCA_009665985.1_ASM966598v1,332112,Saccharomyces cerevisiae x Saccharomyces kudriavzevii,yHQL621,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae x Saccharomyces kudriavzevii,2019-11-18,74.9574552x,DISCOVAR v. r52488,Illumina,haploid,Scaffold,160916,1764,18605440,0,0,0,0,0,0,0,0
GCA_009666465.1_ASM966646v1,2528332,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces eubayanus,yHQL560,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces eubayanus,2019-11-18,74.56703474x,DISCOVAR v. r52488,Illumina,haploid,Scaffold,172394,1819,25461817,0,0,0,0,0,0,0,0
GCA_013180725.1_ASM1318072v1,1431717,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces uvarum,CBS 2834,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces uvarum,2020-05-28,35.77290214x,MASURCA v. v3.1.3,Illumina,haploid,Scaffold,72112,1008,27077808,0,0,0,0,0,0,0,0
GCA_013180185.1_ASM1318018v1,489137,Saccharomyces cerevisiae x Saccharomyces uvarum,Muri,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae x Saccharomyces uvarum,2020-05-28,439.7695229x,PLATANUS v. 1.2.4,Illumina,haploid,Scaffold,280292,1159,22965889,0,0,0,0,0,0,0,0
GCA_009666385.1_ASM966638v1,1911678,Saccharomyces eubayanus x Saccharomyces uvarum,yHQL555,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces eubayanus x Saccharomyces uvarum,2019-11-18,73.8722556x,DISCOVAR v. r52488,Illumina,haploid,Scaffold,463288,271,11947418,0,0,0,0,0,0,0,0
GCA_001632445.1_Ricme1,1314672,Peniophora sp. CONT,CONT,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Peniophoraceae,Peniophora,Peniophora sp. CONT,2016-04-28,141.3x,Allpaths-LG v. R49403,Illumina,haploid,Scaffold,128407,1092,46030792,19179,1675.4078940507848,94534,287.61869803456955,91851,257.17035198310305,75348,65.70112013590274
GCF_000149985.1_ASM14998v1,45151,Pyrenophora tritici-repentis,Pt-1C-BFP,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora tritici-repentis,2007-04-11,,,,haploid,Scaffold,1986450,48,37997465,12275,1603.6437474541751,32846,527.9080862205443,32460,505.65871842267404,20548,114.18327817792486
GCF_001653265.1_ASM165326v1,33203,Purpureocillium lilacinum,PLFJ-1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Purpureocillium,Purpureocillium lilacinum,2016-05-27,152.0x,Allpaths-LG v. 42305,Illumina HiSeq,haploid,Scaffold,,,38534601,11849,1551.122879567896,30671,531.7880082162303,30584,533.0433233063039,18821,109.92582753307475
GCA_003327635.1_ASM332763v1,114524,Saccharomyces kudriavzevii,CR85,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces kudriavzevii,2018-07-19,346.0x,Canu v. 1.4,other,haploid,Chromosome,896113,17,11851421,0,0,0,0,0,0,0,0
GCA_015484465.1_Phocon1,109636,Pholiota conissans,CIRM-BRFM 674,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Pholiota,Pholiota conissans,2020-11-15,102.3x,AllPathsLG v. R49403,Illumina,haploid,Scaffold,100821,1310,43955553,16767,1672.2931353253414,91988,250.11656955255035,88764,223.54037672930468,75219,66.89549183052155
GCA_000166975.1_ASM16697v1,114525,Saccharomyces mikatae,IFO 1815,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces mikatae,2003-03-28,,,,haploid,Contig,,,11470251,0,0,0,0,0,0,0,0
GCA_002375215.1_ASM237521v1,1337648,Saccharomyces sp. M14,M14,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces sp. M14,2017-09-27,690.0x,SPAdes v. 3.7.0,Illumina MiSeq; PacBio,haploid,Scaffold,575172,131,22766700,0,0,0,0,0,0,0,0
GCA_004337975.1_PspLS,403063,Pyricularia sp. CBS 133598,NI919,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia sp. CBS 133598,2019-03-19,181.0x,AllPaths v. 48123,Illumina HiSeq,haploid,Chromosome,3201778,51,41493134,12078,1719.819175360159,32882,536.6926890091844,32736,536.5350684261974,20804,150.18491636223803
GCA_019953615.1_ASM1995361v1,230603,Saccharomyces uvarum,CBS 7001,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces uvarum,2021-09-13,450.0x,HGAP v. smrtlink-release_5.1.0.26412,PacBio Sequel,haploid,Chromosome,896303,16,11968998,0,0,0,0,0,0,0,0
GCA_003705375.1_ASM370537v1,36036,Saccharomycopsis capsularis,NRRL Y-17639,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis capsularis,2018-10-31,118x,DISCOVAR v. r51885,Illumina HiSeq 2500,haploid,Scaffold,289111,1346,17823225,0,0,0,0,0,0,0,0
GCA_016806925.1_ASM1680692v1,36035,Saccharomycodes ludwigii,UTAD17,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycodaceae,Saccharomycodes,Saccharomycodes ludwigii,2021-02-03,445.3x,Canu v. 1.7,PacBio,haploid,Contig,,,13007960,0,0,0,0,0,0,0,0
GCA_010994405.1_ASM1099440v1,43959,Saccharomycopsis crataegensis,CBS 6447,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis crataegensis,2020-02-24,26.0x,Allpaths-LG v. 47547,Illumina MiSeq,haploid,Scaffold,1071219,96,15370449,0,0,0,0,0,0,0,0
GCF_000835555.1_Rhin_mack_CBS_650_93_V1,86056,Rhinocladiella mackenziei,CBS 650.93,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Rhinocladiella mackenziei,2015-02-23,260.0x,allpaths v. R48559,Illumina,haploid,Scaffold,3817196,17,32474431,11415,1574.612614980289,27532,606.9944065087898,27496,607.6339467558918,16114,78.3702370609408
GCA_001936155.1_KPH12,4944,Saccharomycopsis fibuligera,KPH12,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis fibuligera,2017-01-05,94.73x,HGAP v. 3,PacBio,haploid,Complete Genome,3000806,7,19567216,0,0,0,0,0,0,0,0
GCA_002564245.1_ASM256424v1,53486,Saccharomycopsis fermentans,CBS 7830,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis fermentans,2017-10-17,71.0x,Allpaths-LG v. 47547,Illumina MiSeq,haploid,Scaffold,2145923,33,14461413,0,0,0,0,0,0,0,0
GCA_000827275.1_Pisolithus_microcarpus_441_v1.0,178872,Pisolithus microcarpus,441,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus,2015-01-26,87.1x,Allpaths-LG v. R36892,Illumina; 454; Sanger,haploid,Scaffold,151941,1064,53027657,21103,1210.013742121973,84816,242.562181663837,80723,219.15696889362388,63705,78.00348481280905
GCA_001936135.1_KJJ81,1725355,Saccharomycopsis fibuligera x Saccharomycopsis cf. fibuligera,KJJ81,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis fibuligera x Saccharomycopsis cf. fibuligera,2017-01-05,93.1x,HGAP v. 3,PacBio,haploid,Chromosome,,,38516460,0,0,0,0,0,0,0,0
GCA_002564235.1_ASM256423v1,1305767,Saccharomycopsis fodiens,CBS 8332,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis fodiens,2017-10-17,54.0x,Allpaths-LG v. 47547,Illumina MiSeq,haploid,Scaffold,2605998,22,14948151,0,0,0,0,0,0,0,0
GCA_004014935.1_ASM401493v1,44092,Saccharomycopsis malanga,KCN26,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis malanga,2019-01-14,20.0x,ABySS v. JEN-2017,PacBio,haploid,Complete Genome,,,16952356,0,0,0,0,0,0,0,0
GCA_010994365.1_ASM1099436v1,44080,Saccharomycopsis schoenii,CBS 7425,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis schoenii,2020-02-24,78.0x,Allpaths-LG v. 47547,Illumina MiSeq,haploid,Scaffold,793505,47,13790995,0,0,0,0,0,0,0,0
GCA_900290405.1_SacJureiUoM1,1987369,Saccharomyces jurei,,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces jurei,2018-08-20,250x,,,haploid,Complete Genome,,,11938758,9428,934.7562579550275,0,0,0,0,0,0
GCA_002895615.1_Sspec,1504575,Saccharomycopsis sp. UWO(PS) 91-127.1,UWO(PS) 91-127.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis sp. UWO(PS) 91-127.1,2018-01-23,89.0x,Allpaths-LG v. 47547,Illumina MiSeq,haploid,Scaffold,1290858,19,12192213,0,0,0,0,0,0,0,0
GCA_001413975.1_ASM141397v1,252598,Saccharomyces boulardii (nom. inval.),unique28,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces boulardii (nom. inval.),2015-11-02,100.0x,HGAP v. 2.0,PacBio,haploid,Chromosome,909172,27,12001065,5493,1555.5335882031677,5934,1423.2859791034716,5934,1423.2859791034716,441,223.96145124716554
GCA_000697495.1_SakOblB3353-1.0,931867,Saksenaea oblongispora,B3353,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Saksenaeaceae,Saksenaea,Saksenaea oblongispora,2014-06-02,72.70x,MaSuRCA v. 1.9.2,Illumina HiSeq,haploid,Contig,,,40754320,0,0,0,0,0,0,0,0
GCA_001990185.1_ASM199018v1,392538,Salmacisia buchloeana,OK1,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Salmacisia,Salmacisia buchloeana,2017-02-07,120.0x,SOAPdenovo v. 1.1.2,Illumina MiSeq,haploid,Contig,,,18422451,0,0,0,0,0,0,0,0
GCA_000697055.1_SakVasB4078-1.0,90258,Saksenaea vasiformis,B4078,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Saksenaeaceae,Saksenaea,Saksenaea vasiformis,2014-06-02,88.08x,MaSuRCA v. 1.9.2,Illumina HiSeq,haploid,Contig,,,42502389,0,0,0,0,0,0,0,0
GCA_001455915.2_ASM145591v2,797268,Samsoniella hepiali,FENG,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Samsoniella,Samsoniella hepiali,2016-02-29,100x,SOAPdenovo v. 2.3,Illumina HiSeq,haploid,Scaffold,2347338,129,34681960,0,0,0,0,0,0,0,0
GCA_018985235.1_ASM1898523v1,2020955,Sanchytrium tribonematis,X-128,,,,,,Sanchytriaceae,Sanchytrium,Sanchytrium tribonematis,2021-06-21,45.9x,SPAdes v. 3.11.0,Illumina HiSeq,haploid,Contig,,,11672271,0,0,0,0,0,0,0,0
GCF_004337985.1_ASM433798v1,1578925,Pyricularia pennisetigena,Br36,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia pennisetigena,2019-03-19,64.0x,AllPaths v. 48123,Illumina MiSeq,haploid,Chromosome,,,49117040,11428,1736.0430521526077,30736,541.281266267569,30616,540.924320616671,19306,165.94488759970994
GCA_016618145.1_ASM1661814v1,1659843,Sanghuangporus lonicericola,SCIM 3001,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Sanghuangporus,Sanghuangporus lonicericola,2021-01-12,86.0x,SOAPdenovo v. 2.04,Illumina HiSeq,haploid,Scaffold,5824,28464,83125957,0,0,0,0,0,0,0,0
GCA_009806525.1_ASM980652v1,1659845,Sanghuangporus sanghuang,Kangneng,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Sanghuangporus,Sanghuangporus sanghuang,2019-12-27,440.0x,SMRT Analysis v. 2.3.0,Illumina HiSeq4000; PacBio RSII,haploid,Scaffold,2512777,37,34522431,0,0,0,0,0,0,0,0
